price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
239.0,EVGA,None,256-P2-N761-TR,PCI Express x16,NVIDIA,None,GeForce 8600 GTS,675 MHz,None,32,2000 MHz,256MB,128-Bit,GDDR3,DirectX 10,OpenGL 2.0,None,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,Minimum of a 350 Watt power supply. (Minimum recommended power supply with +12 Volt current rating of 22 Amp Amps.)Minimum 450 Watt for SLI mode system. (Minimum recommended power supply with +12 Volt current rating of 24 Amp Amps.)  An available 6 pin PCI-E power connector (hard drive power dongle to PCI-E 6 pin adapter included with card),6-Pin,Yes,None,None,None,None,256-P2-N761-TRDriver DiskUser's ManualHDTV CableS-Video CablePower CableDVI to VGA/D-sub Adapter,February 12  2018,None,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,None,None,None,HDTV / S-Video Out,None,None,None,None,None,None,None
186.02,PNY,None,VCG16504SFPPB-O,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1650,1485 MHz,1725 MHz,896,None,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,None,None,None,7680 x 4320,None,None,Single Fan,75W,300W or greater system power supply,None,HDCP 2.2,None,None,None,Dual Slot,None,June 04  2019,None,1 x DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63.3,PNY,None,VCGGT7102XPB,PCI Express 2.0 x8,NVIDIA,None,GeForce GT 710,954 MHz,None,192,1600MHz,2GB,64-Bit,DDR3,DirectX 12,OpenGL 4.5,1 x HDMI,3,None,None,3840 x 2160,None,None,Single Fan,None,TDP: 19WPCI Express-compliant motherboard with one triple-width x16 graphics slotMinimum 300W or greater system power supply (with a minimum 12V current rating of 42A)300MB of available hard-disk space2GB system memory (4GB or higher recommended)CD-ROM/DVD-ROM drive or Internet connection,None,None,Single Slot and Low Profile Compact DesignMicrosoft DirectX 12 support (feature level 11_0)NVIDIA PhysX technologyNVIDIA Adaptive Vertical SyncNVIDIA FXAA technologyNVIDIA CUDA technology with OpenCL supportOpenGL 4.5Support for three concurrent displays including:- HDMI- Dual-link DVI-D- VGAPCI Express 2.0 support,115 mm,Length: 4.5",Single Slot,NVIDIA GeForce GT 710 2GB graphics cardGeForce Experience Disk 2Low Profile Brackets,October 17  2018,Microsoft Windows 10  Windows 8  Windows 7  or Windows Vista Operating System (32 or 64-bit),1 x Dual-link DVI-D,Yes,Low Profile,None,None,None,1 x D-SUB,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89.99,None,None,None,PCI Express 3.0 x16,NVIDIA,None,None,1100 MHz,902 MHz,None,5000 MHz,2GB,64-Bit,GDDR5,DirectX 11,None,1 x HDMI,None,None,None,2048 x 1536,None,None,Air Cooler,None,None,None,None,None,None,None,None,None,August 12  2018,None,1 x DVI,None,None,GT730 64bit Low Profile 2GB,Air Cooler,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
230.0,PNY,None,VCG86512GXPB-OC,PCI Express x16,NVIDIA,None,GeForce 8600 GT,576 MHz (v. 540MHz standard),None,32,1460 MHz (v. 1400MHz standard),512MB,128-Bit,GDDR3,DirectX 10,OpenGL 2.0,None,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,Intel or AMD compatible motherboardAt least 512MB system RAMPCI Express compliant motherboard A minimum 300W system power supplyMaximum power: 45W (single card)  90W (in SLI)50MB of available hard disk spaceCD-ROM or DVD-ROM driveVGA or DVI-I compatible monitor,None,Yes,Overclocked Memory  Core and Shader ClocksNVIDIA unified architecture with GigaThread technologyFull Microsoft DirectX 10 Shader Model 4.0 support16x full-screen anti-aliasingTrue 128-bit floating point high dynamic-range (HDR) lightingNVIDIA Quantum Effects physics processing technologyNVIDIA PureVideo HD technology1   HDCP Capable2NVIDIA ForceWare Unified Driver Architecture (UDA)Built for Microsoft Windows Vista,None,None,None,VCG86512GXPB-OC Driver DiskHDTV CableS-Video Cable2 x DVI to VGA/D-sub Adapter,September 16  2019,Microsoft Windows 2000  XP or Vista,2 x DVI,Yes,None,None,None,None,None,400MHz,None,None,None,None,None,None,HDTV / S-Video Out,None,None,None,None,None,None,None
1090.0,PNY,None,VCGGTX1080T11PB-CG,PCI Express 3.0 x16,NVIDIA,None,GTX 1080 Ti,None,None,None,None,11 GB,352 bit,GDDR5X,DirectX 12OpenGL 4.5Vulkan,DirectX 12OpenGL 4.5Vulkan,1 x HDMI,None,3,None,None,SLI Ready,None,Single Fan,None,None,None,None,DisplayPort:Yes,None,None,None,GeForce GTX 1080 Ti Blower Edition Graphics Card Quick Installation Guide 1 x PCIe 8-pin Power Adapter DisplayPort to DVI Adapter,January 08  2019,None,None,None,Plug-in Card,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
195.0,PNY,None,VCG98GTEE1XPB,PCI Express 2.0 x16,NVIDIA,None,GeForce 9800 GT,550 MHz,None,112,1800 MHz,1GB,256-Bit,DDR3,DirectX 10,OpenGL 3.0,None,None,None,None,2560 x 1600,SLI Ready,None,Single Fan,None,A minimum 400W or greater system power supply (with a minimum 12V current rating of 26A),None,Yes,None,None,None,None,None,March 19  2019,None,2 x DVI,Yes,None,None,None,None,None,400MHz,1375 MHz,None,None,Yes,None,None,None,None,None,None,None,None,None,None
124.49,EVGA,None,512-P2-N738-LR,PCI Express x16,NVIDIA,None,GeForce 8400 GS,459 MHz,None,16,532MHz,512MB,64-Bit,DDR2,DirectX 10,OpenGL 3.0,None,None,None,None,2048 x 1536,No,None,Single Fan,None,Minimum of a 350 Watt power supply.(Minimum recommended power supply with +12 Volt current rating of 18 Amp Amps.),None,Yes,None,None,None,None,512-P2-N738-LRDriver DiskHDTV CableS-Video CableDVI to VGA/D-sub Adapter,February 05  2019,None,1 x DVI,None,None,None,None,None,1 x D-SUB,400MHz,None,None,None,None,Yes,None,HDTV / S-Video Out,None,None,None,None,None,None,None
599.0,EVGA,None,08G-P4-5173-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1594 MHz,N/A,1920,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Double Fans,None,500W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,None,Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling,267 mm,10.50" x 4.38",Dual Slot,None,November 13  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1070 ACX3.0 Black Edition,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
545.0,EVGA,None,08G-P4-6276-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1607 MHz,N/A,1920,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Double Fans,None,500W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,2 x 8-Pin,Yes,EVGA Double BIOS  Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling  10 Phase Power Design  Adjustable RGB LED,267 mm,10.50" x 5.06",Dual Slot,None,November 13  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1070 FTW ACX3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
218.99,EVGA,None,04G-P4-1151-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1650,None,1665 MHz,896,8000 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,2 x DisplayPort 1.4,None,7680 x 4320,No,None,Single Fan,None,300W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,One available 6-pin PCI-E power dongle,2.2,Built for EVGA Precision X1  Game Ready Drivers  Vulkan API  NVIDIA Ansel  NVIDIA G-SYNC Compatible  NVIDIA GeForce Experience  NVIDIA GPU Boost  NVIDIA Highlights,190 mm,7.48" x 4.38",2.75-Slot,None,December 11  2019,Windows 10 (64-bit)  Windows 7 (64-bit),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99.87,None,None,None,PCI Express 2.0,NVIDIA,None,GTX1050,None,None,None,None,2GB,None,None,None,None,None,None,None,None,None,None,None,Single Fan,None,None,None,None,None,None,None,None,None,February 14  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99.0,MSI,None,NX7300LE-TD256EH,PCI Express x16,NVIDIA,None,GeForce 7300LE,450 MHz,None,None,650MHz,256MB,64-Bit,GDDR2,DirectX 9,OpenGL 2.0,None,None,None,None,2048 x 1536,None,None,Fanless,None,None,None,None,NVIDIA TurboCache technology  Full Microsoft DirectX 9.0 Shader Model 3.0 Support Ture High Dynamic-Range (HDR) Rendering Support NVIDIA CineFX 4.0 EngineNVIDIA PureVideo TechnologyNVIDIA ForceWare Unified Driver Architecture (UDA) NVIDIA nView Multi-Display Technology  NVIDIA Digital Vibrance Control 3.0 Technology,None,None,None,None,December 28  2018,Windows 2000/XP,1 x DVI,None,None,None,None,None,1 x D-SUB,400MHz,None,None,None,None,Yes,None,S-Video Out,None,4,No,None,Certified for Windows Vista,None,None
319.99,EVGA,None,04G-P4-6255-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050 Ti,1366 MHz,1480 MHz,None,7010 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,None,None,None,None,300W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,None,NVIDIA GameStream Technology  NVIDIA G-SYNC Ready  OpenGL 4.5 Support  Simultaneous Multi-Projection  NVIDIA Ansel  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling,229 mm,9.00" x 4.38",Dual Slot,None,September 04  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,None,None,None,None,None,None,None,768,None,None,None,None,None,None,None,None,None,None,None,None,None
365.0,EVGA,None,03G-P4-6367-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060 FTW+ Gaming,1632 MHz,N/A,1152,8008 MHz,3GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,None,400W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,None,None,267 mm,10.50" x 4.38",Dual Slot,None,January 04  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1060 FTW+ ACX 3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67.19,MSI,None,GT 710 2GD3H LP,PCI Express 2.0 x16,NVIDIA,None,GeForce GT 710,954 MHz,None,192,1600MHz,2GB,64-Bit,DDR3,DirectX 12,OpenGL 4.5,1 x HDMI,2,None,None,4096 x 2160,None,None,Fanless,None,Power Consumption: 19W   Recommend PSU: 300W,None,Yes,None,147 mm,5.75" x 2.72",None,Accessary: Driver CD Installation Guide LP Brackets,September 15  2019,None,1 x DL-DVI-D,Yes,Low Profile,None,None,None,1 x D-SUB,400MHz,None,None,None,None,None,None,None,None,None,None,None,None,None,None
389.89,MSI,None,GeForce GTX 1660 Ti ARMOR 6G OC,PCI-E x16 3.0  8-pin Power Connector,NVIDIA,None,NVIDIA GeForce GTX 1660 Ti,1860 MHz (Boost),None,None,None,6GB,192-Bit,GDDR6,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,October 01  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
825.0,ASUS,ROG,ROG STRIX-GTX1080-O8G-GAMING (90YV09M1-M0NM00),PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,1784 MHz (OC Mode)1759 MHz (Gaming Mode),1936 MHz (OC Mode)1898 MHz (Gaming Mode),2560,10010 MHz,8GB,256-Bit,GDDR5X,None,OpenGL 4.5,2 x HDMI 2.0,None,2 x DisplayPort,None,7680 x 4320,None,Yes,Triple Fans,None,None,1 x 6-pin  1 x 8-pin,Yes,ASUS ROG Strix GeForce GTX 1080 outshines the competition1936 MHz boost clock in OC mode for outstanding performance and gaming experience.DirectCU III with Patented Wing-Blade Fans delivers 30% cooler and 3X quieter performance.ASUS FanConnect features 4-pin GPU-controlled headers connected to system fans for optimal thermal performance.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.Aura RGB Lighting to express personalized gaming style.VR-friendly HDMI ports for immersive virtual reality experiences.GPU Tweak II with Xsplit Gamecaster provides intuitive performance tweaking and lets you stream your gameplay instantly.NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.NVIDIA GameWorks provides an interactive and cinematic experience  as well as incredibly smooth gameplay.,None,11.73" x 5.28",None,None,November 09  2018,None,1 x DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
439.89,MSI,None,None,PCI-E x16 3.0  8-pin Power Connector,NVIDIA,None,NVIDIA GeForce GTX 1660 Ti,1875 MHz (Boost),None,None,None,6GB,192-Bit,GDDR6,DirectX 12  OpenGL 4.5,None,None,None,None,None,None,None,None,With Fan,None,None,None,None,None,None,None,None,None,October 01  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
389.0,EVGA,None,06G-P4-6161-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060,1506 MHz,N/A,1280,8008 MHz,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Single Fan,None,400W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,6-Pin,Yes,None,173 mm,6.80" x 4.38",Dual Slot,None,September 16  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1060 ACX Single,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
59.99,MSI,None,N210-MD1G/D3,PCI Express 2.0 x16,NVIDIA,None,GeForce 210,589 MHz,None,16,1000 MHz,1GB,64-Bit,DDR3,DirectX 10.1,OpenGL 3.1,1 x HDMI,None,None,None,2560 x 1600,None,None,Single Fan,None,None,None,Yes,None,146 mm,5.71" x 3.31",Single Slot,None,May 07  2019,None,1 x DVI,Yes,Low Profile Ready,None,None,Yes,1 x D-SUB,400MHz,1402MHz,None,No,None,None,None,None,None,None,None,None,None,None,None
89.98,None,None,GeForce 8400 GS,PCIe 2.0 x16 (Backward Compatible with PCIe x16 Slot),NVIDIA,None,None,520MHz,None,None,None,1GB,64-Bit,DDR3,DirectX 10.1 / Shader Model 4.1,None,None,None,None,None,2560 x 1600,None,None,With Fan,None,None,None,None,None,None,None,None,None,October 13  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
565.0,EVGA,None,08G-P4-6173-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1594 MHz,N/A,1920,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,3-Way SLI,Yes,Double Fans,None,500 Watts or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,Yes,None,267 mm,10.50" x 4.38",Dual Slot,None,November 13  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1070 SC ACX3.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
545.0,PNY,None,VCGGTX10708PB,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1506 MHz,1683 MHz,1920,8 Gbps,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,Yes,3 x DisplayPort 1.4,None,7680 x 4320,SLI HB Bridge Supported,Yes,Single Fan,None,TDP: 150WPCI Express-compliant motherboard with one dual-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorsMinimum 500W or greater system power supply300MB of available hard-disk space2GB system memory (4GB or higher recommended)Windows 7-10  Linux  FreeBSDx86DVD-ROM drive and Internet connection,8-Pin,None,Simultaneous Multi-ProjectionNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Vulkan API Support,280 mm,11.02" x 4.96",Dual Slot,None,October 17  2019,None,1 x DL-DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
119.9,None,None,None,PCI Express 3.0 x4,NVIDIA,None,GeForce GT 1030,1227 MHz,1468 MHz,None,None,2GB,64-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0,2,NO DisplayPort,None,4096 x 2160,No,None,Air Cooler,None,None,None,None,None,None,None,Dual Slot,None,June 01  2018,None,1 x DVI,None,ATX,None,Air Cooler,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
235.99,EVGA,None,04G-P4-1057-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1650,None,1860 MHz,896,8000 MHz,4GB,128-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,2 x DisplayPort 1.4,None,7680 x 4320,No,None,Double Fans,None,Minimum of a 300-Watt power supply An available 6-pin PCIe power connector Total Power Draw: 85 Watts,6-Pin,2.2,All-Metal Backplate  Pre-Installed  Built for EVGA Precision X1  Game Ready Drivers  Vulkan API  NVIDIA Ansel  NVIDIA G-SYNC Compatible  NVIDIA GeForce Experience  NVIDIA GPU Boost  NVIDIA Highlights,202 mm,7.96" x 4.38",Dual Slot,None,June 06  2019,Windows 10 64-bit  Windows 7 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53.2,EVGA,None,01G-P3-2711-KR,PCI Express 2.0,NVIDIA,None,GeForce GT 710,954 MHz,None,192,1800 MHz,1GB,64-Bit,DDR3,DirectX 12,OpenGL 4.5,1 x HDMI,3,None,None,Analog: 2048 x 1536 Digital: 4096 x 2160,None,None,Single Fan,None,300W or greater power supply with a minimum of 16 Amp on the +12 volt rail.  PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,None,None,NVIDIA PhysX technology  PCI Express 2.0 support  HDMI 1.4a connector  NVIDIA Adaptive Vertical Sync  Microsoft DirectX 12 API (feature level 11_0) Support  NVIDIA FXAA Technology  NVIDIA PureVideo HD Technology  NVIDIA CUDA Technology with OpenCL support  OpenGL 4.5 Support,115 mm,4.50" x 2.71",Single Slot,None,August 19  2019,Windows 10  Windows 8 & 8.1  Windows 7  Windows Vista  Windows XP,1 x DVI-D,None,Low Profile,GT 710 Single Slot  Low Profile,None,None,1 x D-SUB,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
169.99,None,None,2090256868,PCI Express x16,NVIDIA,None,GeForce GT 730,None,N/A,96,1333MHz,2GB,128-Bit,DDR3,DirectX 11,OpenGL 4.1,1 x HDMI,Yes,None,None,2560 x 1600,None,None,With Fan,None,None,None,None,None,None,None,Single Slot,None,February 11  2019,None,None,None,None,GT730 64bit Low Profile 2GB,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None
599.0,EVGA,None,08G-P4-5173-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1594 MHz,N/A,1920,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Double Fans,None,500W or greater power supply. PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,None,Simultaneous Multi-Projection  VR Ready  NVIDIA Ansel  NVIDIA SLI w/ HB Bridge Support  NVIDIA G-SYNC  NVIDIA GameStream  NVIDIA GPU Boost 3.0  Microsoft DirectX 12  Vulkan API  OpenGL 4.5 Support  PCI Express 3.0  Max Digital Resolution - 7680 x 4320  HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI  Built for EVGA Precision XOC  EVGA ACX 3.0 Cooling,267 mm,10.50" x 4.38",Dual Slot,None,November 13  2018,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1070 SC ACX3.0 Black Edition,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
